PebbleCounts,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area,,Correction Factor:,,,,,
,,,,,,,,,,,,3.18E-05,,,,corrected diameter (mm),correction
-104.7008875,32.23342715,122.7782189,77.92787348,7.31E-06,4.64E-06,5369,1.90E-11,-2.973489189,7493.992181,28.3559434,,,,,,439.4,
-104.7008852,32.23342244,123.0640307,93.67684186,7.33E-06,5.58E-06,6360,2.26E-11,-2.39625869,9029.47412,29.56400433,,,,,,528.3,
-104.7009094,32.23342107,141.2850293,60.98943965,8.41E-06,3.63E-06,4591,1.63E-11,-0.062415398,6749.16228,31.97674305,,,,,,343.9,
-104.7008511,32.23342006,87.02020552,56.21321445,5.18E-06,3.35E-06,2749,9.75E-12,-0.67758473,3831.400982,28.25078835,,,,,,317.0,
-104.7008449,32.23349897,55.22827202,23.86188323,3.29E-06,1.42E-06,833,2.95E-12,-0.9171517,1032.203322,19.2988453,,,,,,134.6,
-104.7008477,32.23349861,59.61494182,21.91817074,3.55E-06,1.31E-06,876,3.11E-12,-0.635598243,1023.430867,14.40555215,,,,,,123.6,
-104.7008194,32.23349885,30.77826415,22.08913723,1.83E-06,1.32E-06,373,1.32E-12,-0.622068675,532.5028752,29.95342986,,,,,,124.6,
-104.7008402,32.23349712,33.97247189,24.03553079,2.02E-06,1.43E-06,529,1.88E-12,-0.134006035,639.5580158,17.28662813,,,,,,135.5,
-104.7008325,32.23348485,50.30775172,36.99491874,3.00E-06,2.20E-06,1080,3.83E-12,-0.257842924,1457.726564,25.91203133,,,,,,208.6,
-104.7008736,32.23346877,42.5754251,22.11646831,2.54E-06,1.32E-06,522,1.85E-12,-2.88937982,737.5200844,29.22226648,,,,,,124.7,
-104.7008811,32.23346091,47.08071168,30.51323444,2.80E-06,1.82E-06,863,3.06E-12,-0.120822305,1125.201613,23.30263396,,,,,,172.1,
-104.7008742,32.23345758,105.9570435,38.91471832,6.31E-06,2.32E-06,1990,7.06E-12,-0.2192964,3229.555885,38.38162055,,,,,,219.4,
-104.7008602,32.23341041,381.314248,98.04070806,2.27E-05,5.84E-06,15663,5.56E-11,-0.417209317,29281.1786,46.50830074,,,,,,552.9,
-104.7008651,32.23340999,57.55216563,35.36158874,3.43E-06,2.11E-06,1289,4.57E-12,-0.406243746,1594.015428,19.13503614,,,,,,199.4,
-104.7008266,32.23347634,163.2266517,42.00907815,9.72E-06,2.50E-06,1743,6.18E-12,-0.060320651,5370.729812,67.54631007,,,,,,236.9,
-104.7008246,32.23343834,36.8305205,27.78318782,2.19E-06,1.65E-06,693,2.46E-12,-2.777327146,801.4732144,13.53422827,,,,,,156.7,
-104.700893,32.23341988,54.38655926,33.62622634,3.24E-06,2.00E-06,1116,3.96E-12,-0.481539498,1432.414793,22.08960664,,,,,,189.6,
-104.7008851,32.23337652,52.39668813,36.3644759,3.12E-06,2.17E-06,1328,4.71E-12,-0.105154339,1492.382855,11.01479118,,,,,,205.1,
-104.7009025,32.23336735,96.54894256,71.69901356,5.75E-06,4.27E-06,3994,1.42E-11,-1.576897615,5422.003375,26.33719082,,,,,,404.3,
-104.7009081,32.2333131,176.5328783,136.9913271,1.05E-05,8.16E-06,13462,4.77E-11,-0.457648327,18941.64777,28.92909761,,,,,,772.5,
-104.7008585,32.23339111,49.21802479,31.71566458,2.93E-06,1.89E-06,780,2.77E-12,-1.17957431,1222.635716,36.20340138,,,,,,178.8,
-104.7008742,32.23338099,25.19629469,21.81674399,1.50E-06,1.30E-06,381,1.35E-12,-2.418269145,430.5520841,11.50896393,,,,,,123.0,
-104.7008755,32.23337753,59.64811019,22.26287411,3.55E-06,1.33E-06,641,2.27E-12,-2.844796349,1040.10456,38.37158066,,,,,,125.5,
-104.7008596,32.23338867,52.67677025,32.73240344,3.14E-06,1.95E-06,735,2.61E-12,-1.678290126,1350.50475,45.57590412,,,,,,184.6,
-104.7008748,32.23338772,40.36709388,33.82262925,2.40E-06,2.01E-06,765,2.71E-12,-0.091684167,1069.384613,28.46353029,,,,,,190.7,
-104.7008845,32.23337521,56.24997702,24.35184253,3.35E-06,1.45E-06,707,2.51E-12,-2.755643754,1072.885207,34.10292217,,,,,,137.3,
-104.7007137,32.23384588,72.12485239,63.9447259,4.30E-06,3.81E-06,2996,1.06E-11,-0.287969958,3612.34107,17.06209513,,,,,,360.6,
-104.7006857,32.23383141,67.09884365,29.59667508,4.00E-06,1.76E-06,1389,4.93E-12,-1.563692514,1555.453533,10.70128614,,,,,,166.9,
-104.700729,32.2338261,97.79935945,45.72610541,5.82E-06,2.72E-06,2598,9.21E-12,-0.387198145,3502.670662,25.82802522,,,,,,257.9,
-104.7007101,32.23382319,168.8962771,78.18516553,1.01E-05,4.66E-06,7735,2.74E-11,-0.07189627,10342.92839,25.21460357,,,,,,440.9,
-104.7007075,32.23381354,54.23586716,29.40415318,3.23E-06,1.75E-06,1099,3.90E-12,-0.131627763,1249.091768,12.01607214,,,,,,165.8,
-104.7007714,32.23380907,99.69659809,62.47319125,5.94E-06,3.72E-06,2827,1.00E-11,-0.935594798,4878.351751,42.05009921,,,,,,352.3,
-104.7007439,32.23380782,95.49588062,54.21863407,5.69E-06,3.23E-06,3348,1.19E-11,-0.721633421,4055.386877,17.44314164,,,,,,305.7,
-104.7007255,32.23380336,156.7494053,91.01587928,9.34E-06,5.42E-06,9422,3.34E-11,-2.934284908,11174.34697,15.68187359,,,,,,513.3,
-104.700686,32.23380377,76.00624619,59.55704656,4.53E-06,3.55E-06,2286,8.11E-12,-1.296566621,3545.532889,35.52450163,,,,,,335.9,
-104.7006861,32.2337971,70.12733947,29.7711184,4.18E-06,1.77E-06,1321,4.69E-12,-0.006000179,1635.240346,19.21676815,,,,,,167.9,
-104.7007252,32.2337924,99.75476591,69.59010021,5.94E-06,4.14E-06,4437,1.57E-11,-2.846437337,5437.261206,18.39641628,,,,,,392.4,
-104.7007629,32.2337921,57.54855583,29.93981946,3.43E-06,1.78E-06,1002,3.55E-12,-0.551499948,1349.53045,25.75195319,,,,,,168.8,
-104.7006941,32.23378984,52.73300982,46.08443878,3.14E-06,2.74E-06,1573,5.58E-12,-0.275481269,1903.425768,17.35953003,,,,,,259.9,
-104.7007086,32.2337868,146.7572218,66.03488231,8.74E-06,3.93E-06,5694,2.02E-11,-0.287587243,7590.52773,24.98545289,,,,,,372.4,
-104.7007212,32.23378442,111.6941067,91.00488402,6.65E-06,5.42E-06,5948,2.11E-11,-0.989456718,7961.484259,25.29031263,,,,,,513.2,
-104.7007492,32.23378454,74.96941718,48.27265182,4.46E-06,2.87E-06,2537,9.00E-12,-2.747981959,2834.551637,10.49730875,,,,,,272.2,
-104.7007489,32.23377983,141.990344,52.05453023,8.46E-06,3.10E-06,3108,1.10E-11,-0.295649421,5789.171615,46.31356252,,,,,,293.5,
-104.7007487,32.2337759,63.06018235,29.8548258,3.76E-06,1.78E-06,1175,4.17E-12,-1.235598835,1474.581717,20.31638626,,,,,,168.4,
-104.7007351,32.23377388,104.2229877,51.80512185,6.21E-06,3.09E-06,3195,1.13E-11,-2.877039972,4228.976768,24.4498096,,,,,,292.1,
-104.7007433,32.23376828,237.3231818,130.6156209,1.41E-05,7.78E-06,19240,6.82E-11,-0.336927407,24279.19945,20.75521253,,,,,,736.6,
-104.7007301,32.23377078,69.19803131,30.84309377,4.12E-06,1.84E-06,1248,4.43E-12,-2.764465776,1671.670792,25.34415233,,,,,,173.9,
-104.7007627,32.23376887,59.86314675,46.95698102,3.57E-06,2.80E-06,1783,6.32E-12,-0.80145732,2201.703286,19.01724401,,,,,,264.8,
-104.7007354,32.23376893,84.32896093,42.03838011,5.02E-06,2.50E-06,2467,8.75E-12,-0.184125792,2776.654241,11.15206339,,,,,,237.1,
-104.7007192,32.23376852,104.7275771,52.77180567,6.24E-06,3.14E-06,3068,1.09E-11,-2.986014089,4328.745885,29.12496873,,,,,,297.6,
-104.7007673,32.2337684,62.1987207,37.83971589,3.70E-06,2.25E-06,1506,5.34E-12,-0.042471281,1843.437426,18.30479415,,,,,,213.4,
-104.7007274,32.23376304,217.8889522,116.4113186,1.30E-05,6.93E-06,14673,5.20E-11,-0.471446305,19866.87231,26.14338194,,,,,,656.5,
-104.700764,32.2337631,92.34464985,45.99362678,5.50E-06,2.74E-06,2465,8.74E-12,-2.966610031,3326.660465,25.90166547,,,,,,259.4,
-104.7007837,32.23376244,158.192565,60.23535703,9.42E-06,3.59E-06,4985,1.77E-11,-3.030427838,7463.398623,33.20737305,,,,,,339.7,
-104.7007081,32.23375238,120.1486069,49.02660579,7.16E-06,2.92E-06,3678,1.30E-11,-2.825140167,4613.703151,20.28095698,,,,,,276.5,
-104.7006866,32.23386434,47.11181301,25.60668268,2.81E-06,1.52E-06,825,2.93E-12,-2.842209498,944.8921012,12.68844358,,,,,,144.4,
-104.7007123,32.23383998,86.75095762,43.74968212,5.17E-06,2.61E-06,1904,6.75E-12,-1.681542545,2972.680681,35.95006647,,,,,,246.7,
-104.7007164,32.23382539,93.88149737,33.2118065,5.59E-06,1.98E-06,1857,6.59E-12,-3.141507435,2442.145798,23.96031385,,,,,,187.3,
-104.7006855,32.23382474,73.84670934,24.83020898,4.40E-06,1.48E-06,986,3.50E-12,-2.921744804,1436.185718,31.3459264,,,,,,140.0,
-104.7007233,32.23381723,63.02796747,46.05492655,3.75E-06,2.74E-06,1657,5.88E-12,-3.0408267,2273.570772,27.11904901,,,,,,259.7,
-104.700693,32.23381628,41.131455,22.4862516,2.45E-06,1.34E-06,612,2.17E-12,-1.053638833,724.4196458,15.51858049,,,,,,126.8,
-104.7007389,32.23380973,34.72298171,27.68305591,2.07E-06,1.65E-06,623,2.21E-12,-2.309835572,752.8875624,17.25192033,,,,,,156.1,
-104.7006904,32.23380967,65.08773097,24.89534956,3.88E-06,1.48E-06,1062,3.77E-12,-0.201937515,1269.160192,16.32261974,,,,,,140.4,
-104.7007334,32.23380848,38.21083247,30.72210738,2.28E-06,1.83E-06,750,2.66E-12,-2.349801778,919.4679246,18.43108607,,,,,,173.2,
-104.7007371,32.23379055,255.5434243,93.00282925,1.52E-05,5.54E-06,13533,4.80E-11,-0.511405522,18614.86761,27.30004703,,,,,,524.5,
-104.7007627,32.23377596,73.78448717,45.92783692,4.39E-06,2.74E-06,2294,8.14E-12,-2.836469709,2654.239673,13.57223601,,,,,,259.0,
-104.7007252,32.2337712,45.55580479,33.75780868,2.71E-06,2.01E-06,998,3.54E-12,-1.039967054,1204.528422,17.14599826,,,,,,190.4,
-104.7007695,32.23376661,59.31552549,29.70609884,3.53E-06,1.77E-06,1024,3.63E-12,-0.504814913,1380.108038,25.80291021,,,,,,167.5,
-104.7007511,32.233765,43.97296586,26.57568346,2.62E-06,1.58E-06,770,2.73E-12,-0.45749489,915.3122659,15.87570398,,,,,,149.9,
-104.70072,32.23376381,65.64053869,45.80700585,3.91E-06,2.73E-06,1874,6.65E-12,-0.156027182,2355.06622,20.42686594,,,,,,258.3,
-104.7007776,32.23375869,23.51770515,20.10222801,1.40E-06,1.20E-06,306,1.09E-12,-0.15905799,370.2867885,17.36135085,,,,,,113.4,
-104.7007733,32.23375422,95.60897449,43.75633814,5.69E-06,2.61E-06,1825,6.47E-12,-0.56744458,3276.715316,44.30398054,,,,,,246.7,
-104.7007037,32.23375339,46.57865681,23.12309972,2.77E-06,1.38E-06,721,2.56E-12,-0.070771213,843.5913037,14.53207296,,,,,,130.4,
-104.7006839,32.23383176,40.50360643,23.41785295,2.41E-06,1.39E-06,558,1.98E-12,-1.821321471,742.9162368,24.8905903,,,,,,132.1,
-104.700698,32.23381926,30.09234197,20.81117663,1.79E-06,1.24E-06,380,1.35E-12,-1.7193437,490.5143361,22.53029688,,,,,,117.4,
-104.7006874,32.233813,85.42190783,41.12037351,5.09E-06,2.45E-06,1777,6.30E-12,-3.128225173,2751.220501,35.4104842,,,,,,231.9,
-104.7007451,32.23379019,77.0828291,45.19422912,4.59E-06,2.69E-06,1795,6.37E-12,-1.64849414,2728.598965,34.21532359,,,,,,254.9,
-104.7007812,32.23375357,88.92429154,21.24175149,5.30E-06,1.27E-06,1060,3.76E-12,-0.164759339,1479.482454,28.35332401,,,,,,119.8,
-104.7007013,32.23374809,70.86395816,38.82240941,4.22E-06,2.31E-06,1653,5.86E-12,-2.557404593,2154.800031,23.28754519,,,,,,218.9,
-104.7006948,32.23374249,137.1605041,67.37389025,8.17E-06,4.01E-06,4665,1.65E-11,-2.246690665,7238.019998,35.54867213,,,,,,379.9,
-104.70069,32.23374076,111.2167336,60.61624477,6.62E-06,3.61E-06,3156,1.12E-11,-0.696278352,5280.295713,40.23062019,,,,,,341.8,
-104.7007868,32.23373665,57.48943891,33.14580781,3.42E-06,1.97E-06,1216,4.31E-12,-1.602979654,1492.504878,18.52622943,,,,,,186.9,
-104.7006961,32.23371563,108.6481186,57.30792718,6.47E-06,3.41E-06,3084,1.09E-11,-2.332985689,4876.811754,36.76196344,,,,,,323.2,
-104.7007226,32.23371182,67.55888491,60.77307096,4.02E-06,3.62E-06,1902,6.75E-12,-2.832171884,3215.827439,40.85503541,,,,,,342.7,
-104.7007667,32.23369032,82.91546532,71.99075792,4.94E-06,4.29E-06,2539,9.00E-12,-2.020545295,4675.320303,45.69356033,,,,,,406.0,
-104.7007199,32.23367823,59.0300428,42.63804809,3.52E-06,2.54E-06,1650,5.85E-12,-0.309170738,1971.376133,16.30212155,,,,,,240.4,
-104.7007158,32.23367704,89.2420883,61.65848507,5.31E-06,3.67E-06,3006,1.07E-11,-2.183499837,4309.845043,30.2527128,,,,,,347.7,
-104.7007219,32.2336584,79.66819083,64.54310603,4.74E-06,3.84E-06,3145,1.12E-11,-2.168381481,4027.484684,21.91155904,,,,,,364.0,
-104.7007206,32.2336428,50.38622935,37.34504202,3.00E-06,2.22E-06,1154,4.09E-12,-2.651070249,1473.818124,21.69997227,,,,,,210.6,
-104.7007869,32.2336375,76.17649226,44.51896968,4.54E-06,2.65E-06,2343,8.31E-12,-1.244505486,2656.226815,11.79217125,,,,,,251.0,
-104.7007782,32.23363261,74.34384447,34.15674704,4.43E-06,2.03E-06,1737,6.16E-12,-2.545160513,1988.935046,12.66683126,,,,,,192.6,
-104.7007111,32.23373987,79.97133264,49.80016098,4.76E-06,2.97E-06,1877,6.66E-12,-0.380666624,3119.350392,39.82721515,,,,,,280.8,
-104.7006921,32.23372849,36.38046741,28.80960309,2.17E-06,1.72E-06,657,2.33E-12,-0.254328604,820.9271722,19.96854017,,,,,,162.5,
-104.7007322,32.23372742,36.60803275,23.48816553,2.18E-06,1.40E-06,584,2.07E-12,-0.097659381,673.4797956,13.28618857,,,,,,132.5,
-104.7007025,32.23372212,54.10481625,23.34492939,3.22E-06,1.39E-06,667,2.37E-12,-1.485109006,989.2990052,32.57852313,,,,,,131.6,
-104.700689,32.23372117,22.84796726,20.40977014,1.36E-06,1.22E-06,277,9.82E-13,-1.171777775,365.2454064,24.1605794,,,,,,115.1,
-104.7006959,32.23371837,39.88477759,25.15964267,2.38E-06,1.50E-06,627,2.22E-12,-0.530517118,785.9786054,20.22683624,,,,,,141.9,
-104.700693,32.23371771,35.37450842,27.1960777,2.11E-06,1.62E-06,571,2.03E-12,-1.04419747,753.5217075,24.22248831,,,,,,153.4,
-104.7006986,32.23370449,128.8175679,61.59968815,7.67E-06,3.67E-06,4052,1.44E-11,-0.829496916,6215.165392,34.80463119,,,,,,347.4,
-104.7006922,32.23370342,35.81058387,25.10639616,2.13E-06,1.50E-06,538,1.91E-12,-0.358527432,704.198119,23.60104557,,,,,,141.6,
-104.700791,32.23369187,38.12811251,31.28503266,2.27E-06,1.86E-06,799,2.83E-12,-2.336617468,934.2884944,14.4803768,,,,,,176.4,
-104.7007966,32.23367037,70.48591804,36.65819058,4.20E-06,2.18E-06,1614,5.72E-12,-2.639631814,2023.822717,20.24993167,,,,,,206.7,
-104.7007186,32.23365727,58.7349372,35.00495996,3.50E-06,2.08E-06,1275,4.52E-12,-2.559100989,1610.36816,20.82555832,,,,,,197.4,
-104.700722,32.23365042,44.5829118,38.26643615,2.66E-06,2.28E-06,732,2.60E-12,-1.507371812,1336.243262,45.21955539,,,,,,215.8,
-104.7007171,32.23364887,36.70343896,20.08870755,2.19E-06,1.20E-06,446,1.58E-12,-2.135650514,577.5077749,22.7716025,,,,,,113.3,
-104.7007887,32.23364149,51.28309968,44.29490195,3.05E-06,2.64E-06,1353,4.80E-12,-1.793040618,1779.209518,23.95499312,,,,,,249.8,
-104.7007221,32.23364029,37.83353352,24.63709886,2.25E-06,1.47E-06,546,1.94E-12,-0.922218515,730.0717643,25.21283158,,,,,,138.9,
-104.7007209,32.23363779,52.92401522,26.40220008,3.15E-06,1.57E-06,749,2.66E-12,-2.747257371,1094.440069,31.56317818,,,,,,148.9,
-104.7007822,32.23363214,42.51287206,25.25955654,2.53E-06,1.50E-06,750,2.66E-12,-2.241081815,841.0953824,10.83056504,,,,,,142.4,
-104.7007863,32.23373481,60.54891678,50.31423727,3.61E-06,3.00E-06,1474,5.23E-12,-2.472397412,2386.142372,38.22665331,,,,,,283.7,
-104.7007677,32.23372135,51.09259893,39.97722335,3.04E-06,2.38E-06,1329,4.71E-12,-2.791503412,1599.814771,16.92788291,,,,,,225.4,
-104.7007187,32.23365393,111.4298619,53.87694285,6.64E-06,3.21E-06,3121,1.11E-11,-2.959864879,4702.227294,33.62719824,,,,,,303.8,
-104.7007735,32.23362248,64.8539212,43.3897213,3.86E-06,2.58E-06,1713,6.08E-12,-2.561963164,2204.05375,22.27957236,,,,,,244.7,
-104.7007221,32.23361766,56.02388034,32.48978287,3.34E-06,1.93E-06,1126,3.99E-12,-0.228965716,1425.670214,21.01960262,,,,,,183.2,
-104.7007907,32.233612,46.65455356,32.51096514,2.78E-06,1.94E-06,1041,3.69E-12,-2.335627217,1188.017893,12.37505712,,,,,,183.3,
-104.7007941,32.23360122,60.38499344,33.82424128,3.60E-06,2.01E-06,1290,4.58E-12,-0.46152019,1599.764917,19.36315228,,,,,,190.7,
-104.7007948,32.23359902,87.15342332,27.25846129,5.19E-06,1.62E-06,1165,4.13E-12,-1.018838775,1860.736465,37.3903816,,,,,,153.7,
-104.7007817,32.23359563,92.72469373,86.85728588,5.52E-06,5.17E-06,5537,1.96E-11,-1.000076909,6308.131575,12.22440536,,,,,,489.8,
-104.7007909,32.23359622,86.65389752,35.78546741,5.16E-06,2.13E-06,1807,6.41E-12,-2.851910865,2428.81187,25.60148349,,,,,,201.8,
-104.7007474,32.23358717,100.1432112,46.63014201,5.96E-06,2.78E-06,3081,1.09E-11,-2.907950469,3657.525247,15.76271407,,,,,,263.0,
-104.7007866,32.23357937,110.0531194,48.37315825,6.55E-06,2.88E-06,2789,9.89E-12,-0.818234109,4169.710289,33.112859,,,,,,272.8,
-104.7007502,32.23357722,65.59271089,55.04716422,3.91E-06,3.28E-06,2301,8.16E-12,-0.533454538,2828.066469,18.63699015,,,,,,310.4,
-104.7007615,32.23357603,62.64396669,57.54531712,3.73E-06,3.43E-06,2257,8.00E-12,-2.664630957,2823.503426,20.06384765,,,,,,324.5,
-104.7007775,32.23357061,211.4644537,109.0228952,1.26E-05,6.49E-06,11968,4.24E-11,-0.78288376,18057.35628,33.72230236,,,,,,614.8,
-104.7007711,32.23356198,52.57656047,49.8975696,3.13E-06,2.97E-06,1446,5.13E-12,-0.458540855,2054.805149,29.62836399,,,,,,281.4,
-104.7007882,32.23354965,66.33878174,51.37048519,3.95E-06,3.06E-06,1893,6.71E-12,-0.646073276,2669.194619,29.07973116,,,,,,289.7,
-104.7007769,32.23353125,76.30843064,45.87805371,4.54E-06,2.73E-06,1951,6.92E-12,-1.921488234,2742.057697,28.84905368,,,,,,258.7,
-104.7007505,32.23352214,51.56260356,35.18494085,3.07E-06,2.10E-06,1140,4.04E-12,-2.759502095,1420.989094,19.77419076,,,,,,198.4,
-104.700723,32.2336157,62.56294977,26.31075528,3.73E-06,1.57E-06,926,3.28E-12,-2.73483605,1289.287029,28.17735857,,,,,,148.4,
-104.7007984,32.2335861,67.34177716,33.17325181,4.01E-06,1.98E-06,1420,5.04E-12,-1.754982868,1749.732667,18.84474543,,,,,,187.1,
-104.7007621,32.23358508,105.9994902,64.65737489,6.31E-06,3.85E-06,3063,1.09E-11,-2.731212378,5368.104058,42.94074841,,,,,,364.6,
-104.7007479,32.23358443,64.83620084,22.2693841,3.86E-06,1.33E-06,856,3.04E-12,-0.699949163,1130.901672,24.30818512,,,,,,125.6,
-104.7007894,32.23358312,25.17334629,24.07026354,1.50E-06,1.43E-06,423,1.50E-12,-0.391254782,474.5925064,10.87090625,,,,,,135.7,
-104.7007609,32.23358056,51.70973678,33.48619756,3.08E-06,1.99E-06,1034,3.67E-12,-0.267968147,1356.242169,23.75992843,,,,,,188.8,
-104.7007676,32.23357764,51.25540575,24.70882475,3.05E-06,1.47E-06,784,2.78E-12,-2.779449455,991.9524316,20.963952,,,,,,139.3,
-104.7007556,32.23357752,90.83746702,35.42104066,5.41E-06,2.11E-06,1192,4.23E-12,-2.952024071,2520.144327,52.70112163,,,,,,199.7,
-104.700792,32.23357728,58.23230467,24.15362737,3.47E-06,1.44E-06,980,3.48E-12,-3.090491579,1101.654523,11.04289234,,,,,,136.2,
-104.7007661,32.23357639,53.41380295,33.95133491,3.18E-06,2.02E-06,866,3.07E-12,-2.767661471,1420.395985,39.03108645,,,,,,191.5,
-104.7007957,32.23357597,104.0480298,36.13171529,6.20E-06,2.15E-06,1472,5.22E-12,-0.412850501,2944.56755,50.00963725,,,,,,203.8,
-104.7007848,32.23357401,60.5223391,38.88444079,3.60E-06,2.32E-06,1456,5.16E-12,-0.017161096,1843.277167,21.01025141,,,,,,219.3,
-104.7007697,32.23357228,60.251761,43.05206541,3.59E-06,2.56E-06,1713,6.08E-12,-2.154583317,2031.715143,15.68699942,,,,,,242.8,
-104.7007655,32.23355596,35.56139072,23.96148082,2.12E-06,1.43E-06,585,2.07E-12,-0.540528788,667.4080983,12.34748252,,,,,,135.1,
-104.7007674,32.23354322,84.30328864,54.01910757,5.02E-06,3.22E-06,2581,9.15E-12,-0.349087014,3566.900568,27.64025936,,,,,,304.6,
-104.7007754,32.2335403,53.72236023,36.87023288,3.20E-06,2.20E-06,1015,3.60E-12,-1.627026525,1551.422361,34.57616534,,,,,,207.9,
-104.7007966,32.23353589,47.23222741,27.35025514,2.81E-06,1.63E-06,891,3.16E-12,-0.919460871,1011.80982,11.93997307,,,,,,154.2,
-104.7007761,32.233535,43.57237933,31.48132794,2.59E-06,1.87E-06,830,2.94E-12,-1.429950376,1074.39357,22.74711771,,,,,,177.5,
-104.7007211,32.23362499,43.82102272,30.46553873,2.61E-06,1.81E-06,849,3.01E-12,-2.310783874,1045.659898,18.80725257,,,,,,171.8,
-104.7007827,32.23360146,50.67868348,32.06238676,3.02E-06,1.91E-06,1129,4.00E-12,-3.075540738,1272.683033,11.28977358,,,,,,180.8,
-104.7007915,32.23359336,28.07809755,21.78658477,1.67E-06,1.30E-06,393,1.39E-12,-0.910173844,479.1328153,17.97681406,,,,,,122.9,
-104.7007424,32.23358991,52.40824497,30.8499419,3.12E-06,1.84E-06,843,2.99E-12,-2.279276149,1266.34794,33.4306178,,,,,,174.0,
-104.7007905,32.23355471,44.9682093,29.86989568,2.68E-06,1.78E-06,892,3.16E-12,-0.01366015,1052.054845,15.21354574,,,,,,168.4,
-104.7007959,32.23353,35.60721139,21.05611445,2.12E-06,1.25E-06,433,1.54E-12,-0.910885905,587.2395224,26.26518082,,,,,,118.7,
-104.7007714,32.23351969,28.56683505,24.70677539,1.70E-06,1.47E-06,478,1.70E-12,-0.313872766,552.8117627,13.53295421,,,,,,139.3,
-104.7011681,32.23265757,48.73072064,32.13646914,2.90E-06,1.91E-06,1077,3.82E-12,-1.197800693,1226.591848,12.19573144,,,,,,181.2,
-104.7011639,32.23262374,86.97961016,78.12908255,5.18E-06,4.65E-06,5070,1.80E-11,-2.597091114,5322.666586,4.746992553,,,,,,440.6,
-104.701182,32.23260367,72.88600961,45.32919187,4.34E-06,2.70E-06,2225,7.89E-12,-2.026740289,2587.743532,14.01775437,,,,,,255.6,
-104.7011883,32.23257312,202.0942498,46.81593235,1.20E-05,2.79E-06,6713,2.38E-11,-1.216006251,7410.486403,9.412154148,,,,,,264.0,
-104.7011859,32.23260903,109.9418585,61.2778171,6.55E-06,3.65E-06,3636,1.29E-11,-0.737287241,5276.736912,31.09377896,,,,,,345.6,
-104.7011739,32.23260361,38.46015229,20.61325204,2.29E-06,1.23E-06,492,1.74E-12,-3.037869819,620.949947,20.76656059,,,,,,116.2,
-104.7011945,32.23258521,138.5153925,83.636338,8.25E-06,4.98E-06,5309,1.88E-11,-1.135004243,9073.861106,41.49127986,,,,,,471.6,
-104.7011873,32.23257908,96.3535478,76.70075246,5.74E-06,4.57E-06,3280,1.16E-11,-1.664593806,5788.505045,43.33597406,,,,,,432.5,
-104.7011803,32.23260105,186.4384241,66.79110234,1.11E-05,3.98E-06,5178,1.84E-11,-1.178951277,9753.33443,46.91046393,,,,,,376.6,
-104.7011905,32.23259331,135.0875621,89.01268817,8.04E-06,5.30E-06,7092,2.52E-11,-0.490574044,9418.166462,24.69871893,,,,,,502.0,
-104.7005793,32.23394938,61.80692502,39.92864577,3.68E-06,2.38E-06,1559,5.53E-12,-1.018393027,1932.950798,19.34611055,,,,,,225.2,
-104.7005757,32.23394498,83.52698714,34.17857288,4.97E-06,2.04E-06,1772,6.28E-12,-2.921242523,2236.041309,20.75280575,,,,,,192.7,
-104.7005862,32.23394426,55.09227371,44.51595273,3.28E-06,2.65E-06,1484,5.26E-12,-1.846327345,1920.903069,22.74467025,,,,,,251.0,
-104.7005743,32.23394301,101.537181,48.36999084,6.05E-06,2.88E-06,2449,8.69E-12,-2.978460842,3846.805144,36.33678056,,,,,,272.8,
-104.7006005,32.23393622,92.03717887,35.06126277,5.48E-06,2.09E-06,2240,7.94E-12,-2.622726981,2527.492835,11.37462512,,,,,,197.7,
-104.7005766,32.23393253,97.49280297,86.64254333,5.81E-06,5.16E-06,4948,1.75E-11,-1.430617034,6616.111722,25.21287113,,,,,,488.6,
-104.7005721,32.23392926,105.367772,48.12768195,6.28E-06,2.87E-06,1983,7.03E-12,-0.138610474,3971.932165,50.07467606,,,,,,271.4,
-104.7005787,32.23392133,76.69161535,47.32123014,4.57E-06,2.82E-06,1696,6.02E-12,-0.129690731,2842.516488,40.33455893,,,,,,266.9,
-104.7005856,32.23391103,64.1355843,43.04993664,3.82E-06,2.56E-06,1788,6.34E-12,-1.459038102,2162.572388,17.32068671,,,,,,242.8,
-104.7005753,32.23391139,84.834236,40.66362782,5.05E-06,2.42E-06,2186,7.75E-12,-2.962158165,2701.944078,19.09529076,,,,,,229.3,
-104.7006124,32.23390728,95.03324003,35.91396548,5.66E-06,2.14E-06,1824,6.47E-12,-2.570729615,2673.240169,31.76819572,,,,,,202.5,
-104.7005999,32.23390359,97.4483756,45.0074791,5.80E-06,2.68E-06,3166,1.12E-11,-2.592863916,3435.250203,7.837862948,,,,,,253.8,
-104.700569,32.23389853,67.77740567,34.01648865,4.04E-06,2.03E-06,1303,4.62E-12,-0.902503669,1805.816031,27.84425557,,,,,,191.8,
-104.7005749,32.23389793,62.37547757,51.64582308,3.71E-06,3.08E-06,1690,5.99E-12,-2.948221612,2523.17962,33.02101894,,,,,,291.2,
-104.7006006,32.23388953,72.43603166,54.05202525,4.31E-06,3.22E-06,2605,9.24E-12,-2.615910626,3066.66052,15.05417757,,,,,,304.8,
