PebbleCounts,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area,,Corrected Area,Correction Factor:,,,,
,,,,,,,,,,,,,6.38E-05,,,corrected diameter (mm),conversion
-104.7021269,32.23639684,24.58052605,20.07322495,2.09E-06,1.70E-06,340,2.45E-12,-1.776980547,386.4625416,12.02252136,,0.021697543,,,,160.4,
-104.7021304,32.23639676,33.21167151,22.938204,2.82E-06,1.95E-06,541,3.89E-12,-0.224215761,596.6906406,9.333251914,,0.03452462,,,,183.2,
-104.70205,32.23638785,60.82226225,56.38473558,5.16E-06,4.78E-06,2132,1.53E-11,-0.570949101,2686.106321,20.62860716,,0.136056359,,,,450.4,
-104.7020783,32.236387,30.03706364,28.59043998,2.55E-06,2.43E-06,597,4.30E-12,-2.316130216,672.6317988,11.24416046,,0.038098333,,,,228.4,
-104.7020572,32.23637818,58.17597333,27.12154564,4.94E-06,2.30E-06,1011,7.28E-12,-1.937209945,1235.825567,18.19233819,,0.064518283,,,,216.7,
-104.7021437,32.2363725,86.23217341,44.91236932,7.32E-06,3.81E-06,2009,1.45E-11,-0.873658007,3033.432812,33.77140274,,0.128206954,,,,358.8,
-104.7021252,32.23636283,25.12260939,22.76925442,2.13E-06,1.93E-06,404,2.91E-12,-0.629855725,448.0357171,9.828617549,,0.025781787,,,,181.9,
-104.7020642,32.23634247,70.0058855,51.05417758,5.94E-06,4.33E-06,2539,1.83E-11,-2.781957358,2799.399749,9.30198514,,0.162029595,,,,407.8,
-104.7021536,32.23642925,74.97617906,40.55449676,6.36E-06,3.44E-06,2057,1.48E-11,-2.144410011,2381.559312,13.62801718,,0.131270137,,,,324.0,
-104.702042,32.23631464,24.78605194,20.77426696,2.10E-06,1.76E-06,361,2.60E-12,-0.729565816,403.3036431,10.48927869,,0.023037686,,,,166.0,
-104.7010353,32.23560949,83.79008851,68.8627523,7.11E-06,5.84E-06,3507,2.52E-11,-1.597693421,4519.351359,22.40036851,,0.223803777,,,,550.1,
-104.7010606,32.23555783,70.0561296,52.17451668,5.94E-06,4.43E-06,2672,1.92E-11,-0.515748461,2862.883372,6.667521766,,0.170517163,,,,416.8,
-104.7009992,32.23576533,109.2862865,43.27398371,9.27E-06,3.67E-06,2901,2.09E-11,-0.433760442,3704.176121,21.68298955,,0.185131097,,,,345.7,
-104.700973,32.23573335,27.76249222,20.64815733,2.36E-06,1.75E-06,403,2.90E-12,-3.028521601,448.9922365,10.24343692,,0.02571797,,,,164.9,
-104.7010093,32.23572945,30.50607267,24.82794012,2.59E-06,2.11E-06,516,3.71E-12,-1.736953864,593.2340508,13.01915336,,0.032929213,,,,198.3,
-104.7009883,32.23572843,35.34942697,31.06090236,3.00E-06,2.64E-06,712,5.12E-12,-1.759997146,859.9942109,17.20874501,,0.045437208,,,,248.1,
-104.7010025,32.23572868,32.11666376,22.67825938,2.72E-06,1.92E-06,399,2.87E-12,-3.114549719,570.4784249,30.05870466,,0.025462705,,,,181.2,
-104.7010054,32.23572809,27.27689907,20.14457991,2.31E-06,1.71E-06,383,2.76E-12,-2.237264692,430.38021,11.0089193,,0.024441644,,,,160.9,
-104.7009734,32.2357258,30.01883859,25.73034093,2.55E-06,2.18E-06,548,3.94E-12,-0.740162093,604.9765036,9.41796966,,0.034971334,,,,205.5,
-104.7009889,32.23572037,45.07464209,40.29608401,3.82E-06,3.42E-06,1014,7.30E-12,-0.05156121,1422.637366,28.72393036,,0.064709732,,,,321.9,
-104.7009993,32.23571723,34.9285996,25.43937768,2.96E-06,2.16E-06,628,4.52E-12,-0.380308819,695.9639399,9.765439845,,0.040076639,,,,203.2,
-104.7010013,32.23571316,48.24763641,28.64467682,4.09E-06,2.43E-06,940,6.76E-12,-3.038536983,1082.47793,13.16220186,,0.059987325,,,,228.8,
-104.7009698,32.23570832,45.94612987,32.44938772,3.90E-06,2.75E-06,1025,7.38E-12,-2.793178604,1167.762497,12.22530246,,0.065411711,,,,259.2,
-104.7009964,32.23570773,56.7762295,32.39567495,4.82E-06,2.75E-06,1276,9.18E-12,-1.59169776,1440.630688,11.42768158,,0.081429603,,,,258.8,
-104.7009806,32.23570077,25.76932248,20.78926594,2.19E-06,1.76E-06,299,2.15E-12,-2.203715156,419.6055621,28.74260328,,0.019081075,,,,166.1,
-104.7009772,32.23569908,53.77047858,30.47727391,4.56E-06,2.59E-06,1107,7.97E-12,-0.218363896,1283.568651,13.75607378,,0.070644648,,,,243.5,
-104.7009859,32.23569543,64.53521225,29.31742895,5.47E-06,2.49E-06,1308,9.41E-12,-0.603257384,1481.909579,11.73550544,,0.083471725,,,,234.2,
-104.7009839,32.23569076,34.84611864,23.57296156,2.96E-06,2.00E-06,521,3.75E-12,-1.090699923,643.3801242,19.02143377,,0.033248294,,,,188.3,
-104.7009325,32.23567804,275.365545,152.0401635,2.34E-05,1.29E-05,26871,1.93E-10,-0.544079678,32791.93221,18.05606383,,1.714807894,,,,1214.6,
-104.7009758,32.23568423,54.8148455,32.6224269,4.65E-06,2.77E-06,1232,8.87E-12,-0.903485041,1400.59813,12.0375807,,0.078621686,,,,260.6,
-104.7009788,32.23568254,28.87457496,21.93880394,2.45E-06,1.86E-06,408,2.94E-12,-2.56811114,496.166717,17.76957502,,0.026037052,,,,175.3,
-104.7009884,32.23567906,92.47930372,44.67447974,7.85E-06,3.79E-06,2836,2.04E-11,-0.997163436,3235.959937,12.3598544,,0.180983037,,,,356.9,
-104.7009775,32.23567575,101.6940168,22.72576608,8.63E-06,1.93E-06,1555,1.12E-11,-0.083701615,1810.143541,14.09521044,,0.099234352,,,,181.5,
-104.7009848,32.23567566,31.43969144,20.13385792,2.67E-06,1.71E-06,356,2.56E-12,-2.536291676,495.7975268,28.19649539,,0.022718604,,,,160.8,
-104.700967,32.23567566,76.77356321,25.1581273,6.51E-06,2.13E-06,974,7.01E-12,-0.166937419,1512.826381,35.61719889,,0.06215708,,,,201.0,
-104.7009867,32.23567125,43.07240593,25.98414895,3.65E-06,2.20E-06,753,5.42E-12,-2.858789413,876.6105834,14.10096863,,0.048053677,,,,207.6,
-104.7009456,32.2356671,96.58104537,32.02121685,8.19E-06,2.72E-06,1766,1.27E-11,-0.943963353,2422.304939,27.0942328,,0.112699592,,,,255.8,
-104.701003,32.2356676,95.88268969,47.21382429,8.13E-06,4.01E-06,3114,2.24E-11,-0.484325128,3545.752918,12.17662168,,0.198723969,,,,377.2,
-104.7009568,32.23566794,115.2220217,56.21780026,9.77E-06,4.77E-06,4378,3.15E-11,-3.050279384,5073.508828,13.70863542,,0.279387777,,,,449.1,
-104.7009649,32.23566803,46.84391023,20.46357794,3.97E-06,1.74E-06,613,4.41E-12,-2.801801016,750.8164711,18.35554711,,0.039119394,,,,163.5,
-104.700991,32.23566379,39.36215389,34.24530486,3.34E-06,2.91E-06,920,6.62E-12,-1.667392721,1055.793474,12.86174588,,0.058710999,,,,273.6,
-104.7009675,32.23566421,25.5792054,20.00681936,2.17E-06,1.70E-06,349,2.51E-12,-1.945705711,400.8336576,12.93146336,,0.02227189,,,,159.8,
-104.7009646,32.23566201,38.25128815,26.33513113,3.25E-06,2.23E-06,693,4.99E-12,-0.320276405,789.0065916,12.16803416,,0.044224698,,,,210.4,
-104.7009787,32.2356559,87.86202647,49.49157376,7.45E-06,4.20E-06,3037,2.19E-11,-0.03766966,3405.897399,10.83113658,,0.193810114,,,,395.4,
-104.7009881,32.23565615,43.33961493,27.21033698,3.68E-06,2.31E-06,794,5.71E-12,-2.767388138,923.6725765,14.03880334,,0.050670145,,,,217.4,
-104.7009336,32.23564826,77.57470178,32.66230672,6.58E-06,2.77E-06,1727,1.24E-11,-0.729619399,1984.568295,12.97855536,,0.110210756,,,,260.9,
-104.7009514,32.23564674,42.04297116,24.88519449,3.57E-06,2.11E-06,712,5.12E-12,-2.633366623,819.4708707,13.11466637,,0.045437208,,,,198.8,
-104.7009567,32.23564657,32.6347952,26.66262139,2.77E-06,2.26E-06,553,3.98E-12,-2.258548312,681.5266121,18.8586344,,0.035290416,,,,213.0,
-104.7009694,32.23564275,22.8019803,21.01369652,1.93E-06,1.78E-06,329,2.37E-12,-2.127148974,375.2961448,12.33589672,,0.020995564,,,,167.9,
-104.7009982,32.23575023,34.56019031,20.19435934,2.93E-06,1.71E-06,415,2.99E-12,-0.218641619,546.644882,24.08234054,,0.026483766,,,,161.3,
-104.7009832,32.23567397,48.33989957,33.70985805,4.10E-06,2.86E-06,1122,8.07E-12,-2.279364949,1276.32639,12.09145175,,0.071601893,,,,269.3,
-104.7009979,32.23567227,53.9263363,26.22918417,4.57E-06,2.23E-06,897,6.46E-12,-2.624271994,1107.859739,19.03307172,,0.057243224,,,,209.5,
-104.7009773,32.23566031,28.29715811,23.52687346,2.40E-06,2.00E-06,393,2.83E-12,-0.199232062,521.4421327,24.63209715,,0.025079807,,,,187.9,
-104.7009517,32.23565183,49.59370119,29.30764213,4.21E-06,2.49E-06,967,6.96E-12,-1.740314757,1138.430394,15.05848711,,0.061710366,,,,234.1,
-104.7009296,32.23565166,32.48762681,25.82845681,2.76E-06,2.19E-06,545,3.92E-12,-0.31096026,657.2271987,17.07586036,,0.034779885,,,,206.3,
-104.7009129,32.23540911,52.81901672,32.67928309,4.48E-06,2.77E-06,1225,8.82E-12,-0.681060532,1351.953996,9.390408018,,0.078174972,,,,261.1,
-104.7009294,32.23539206,74.20319079,40.36126245,6.29E-06,3.42E-06,2073,1.49E-11,-2.402084689,2345.775272,11.62836336,,0.132291197,,,,322.4,
-104.7009236,32.23538629,124.7287747,63.04423125,1.06E-05,5.35E-06,5693,4.10E-11,-0.768217529,6159.012575,7.566352066,,0.363306216,,,,503.6,
-104.7009477,32.23538782,26.57906588,20.1279592,2.25E-06,1.71E-06,333,2.40E-12,-1.153670149,419.0236528,20.52954582,,0.021250829,,,,160.8,
-104.7009262,32.23538188,48.607451,25.58608162,4.12E-06,2.17E-06,757,5.45E-12,-2.87354176,974.104858,22.28762707,,0.048308942,,,,204.4,
-104.7009676,32.23537806,62.23425646,55.5385784,5.28E-06,4.71E-06,2437,1.75E-11,-2.768882333,2707.218727,9.981414676,,0.155520332,,,,443.7,
-104.7009213,32.23537704,70.72668309,35.44620195,6.00E-06,3.01E-06,1281,9.22E-12,-1.207536094,1963.595734,34.76253907,,0.081748685,,,,283.2,
-104.7008654,32.23537781,38.65753984,23.16730885,3.28E-06,1.97E-06,573,4.12E-12,-2.58717107,701.4696443,18.31435549,,0.036566742,,,,185.1,
-104.7008955,32.23537509,72.95798751,54.30309975,6.19E-06,4.61E-06,2179,1.57E-11,-0.671088448,3103.105549,29.7800231,,0.139055726,,,,433.8,
-104.7009116,32.23537357,76.09450879,66.97173492,6.46E-06,5.68E-06,1912,1.38E-11,-0.741870967,3991.571828,52.09907069,,0.122016772,,,,535.0,
-104.7008972,32.23537238,24.42463773,21.26729576,2.07E-06,1.80E-06,276,1.99E-12,-0.587116828,406.8548364,32.16253678,,0.0176133,,,,169.9,
-104.7009105,32.23536788,145.950401,55.02408556,1.24E-05,4.67E-06,5324,3.83E-11,-2.956515768,6290.095044,15.3589896,,0.339758,,,,439.6,
-104.7009468,32.23533302,116.3291052,50.65611174,9.87E-06,4.30E-06,4171,3.00E-11,-1.690502293,4615.506001,9.63071006,,0.266177802,,,,404.7,
-104.7009514,32.23533302,35.59899928,21.19160685,3.02E-06,1.80E-06,493,3.55E-12,-0.284561294,590.8819985,16.5654054,,0.031461438,,,,169.3,
-104.7009477,32.23531995,56.27727001,30.80791368,4.77E-06,2.61E-06,913,6.57E-12,-0.025013424,1357.983183,32.76794506,,0.058264285,,,,246.1,
-104.7008548,32.23532038,30.81679872,25.01088762,2.61E-06,2.12E-06,499,3.59E-12,-2.399797414,603.6923993,17.3420105,,0.031844335,,,,199.8,
-104.7009114,32.23531817,39.60194417,23.22151865,3.36E-06,1.97E-06,644,4.63E-12,-1.190175825,720.2880454,10.59132467,,0.0410977,,,,185.5,
-104.7009387,32.23531588,49.80802419,34.79789732,4.23E-06,2.95E-06,1257,9.05E-12,-3.114778073,1357.536133,7.405779542,,0.080217094,,,,278.0,
-104.7008514,32.23531274,83.80775083,47.18318697,7.11E-06,4.00E-06,2405,1.73E-11,-2.876990051,3097.209186,22.34944896,,0.15347821,,,,376.9,
-104.7008935,32.23531096,53.9373356,38.62169114,4.58E-06,3.28E-06,1442,1.04E-11,-2.015293246,1631.623144,11.62174888,,0.09202311,,,,308.5,
-104.7008817,32.23530816,61.12645975,29.11871381,5.19E-06,2.47E-06,1250,9.00E-12,-1.162774802,1394.12114,10.33777742,,0.07977038,,,,232.6,
-104.7008688,32.23530188,59.28002097,39.89174972,5.03E-06,3.38E-06,1524,1.10E-11,-0.161402756,1852.211241,17.71996809,,0.097256047,,,,318.7,
-104.7008687,32.2352984,53.34209473,20.71724777,4.53E-06,1.76E-06,748,5.38E-12,-2.818932856,865.5680307,13.58276028,,0.047734595,,,,165.5,
-104.7009269,32.23541547,848.7226915,340.8468449,7.20E-05,2.89E-05,77037,5.54E-10,-1.0187705,226581.3569,66.00029188,,4.916216581,,,,2722.9,
-104.7009889,32.23543066,101.8509035,50.49304231,8.64E-06,4.28E-06,3081,2.22E-11,-1.166548274,4028.056055,23.51149145,,0.196618031,,,,403.4,
-104.7009353,32.23540512,35.87607299,27.55186444,3.04E-06,2.34E-06,525,3.78E-12,-2.577651838,774.2032201,32.18834714,,0.033503559,,,,220.1,
-104.7009177,32.23538714,60.1795005,38.03604912,5.11E-06,3.23E-06,1431,1.03E-11,-0.849576508,1792.846301,20.18278428,,0.09132113,,,,303.9,
-104.7009157,32.23538001,26.51190661,22.33972874,2.25E-06,1.90E-06,360,2.59E-12,-0.694952453,463.8931269,22.39591855,,0.022973869,,,,178.5,
-104.7009174,32.23537747,31.80956736,22.66888036,2.70E-06,1.92E-06,471,3.39E-12,-2.812291541,564.78989,16.60615596,,0.030057479,,,,181.1,
-104.7009734,32.2356195,27.74251985,23.88886785,2.35E-06,2.03E-06,427,3.07E-12,-0.426404095,519.0874806,17.74026229,,0.027249562,,,,190.8,
-104.7009844,32.23561195,97.92161502,50.56884073,8.31E-06,4.29E-06,3429,2.47E-11,-1.020919596,3878.471877,11.58889097,,0.218826105,,,,404.0,
-104.7009553,32.2356139,47.81227663,23.31703778,4.06E-06,1.98E-06,725,5.22E-12,-2.982340774,873.1962887,16.97170391,,0.04626682,,,,186.3,
-104.7009728,32.23560966,73.43273351,59.06502473,6.23E-06,5.01E-06,2801,2.02E-11,-1.524994444,3397.184754,17.54937684,,0.178749466,,,,471.8,
-104.7009645,32.23560525,113.7678682,77.07259969,9.65E-06,6.54E-06,5953,4.28E-11,-0.151490692,6867.816927,13.32034527,,0.379898455,,,,615.7,
-104.7009485,32.2356055,26.58919249,21.33266749,2.26E-06,1.81E-06,408,2.94E-12,-2.193175609,444.272461,8.164463064,,0.026037052,,,,170.4,
-104.7009576,32.23560262,37.34128221,22.98379727,3.17E-06,1.95E-06,572,4.12E-12,-0.342554023,672.2179268,14.90854719,,0.036502926,,,,183.6,
-104.7009823,32.2355994,83.88258376,81.99125287,7.12E-06,6.96E-06,4240,3.05E-11,-0.139659894,5386.89367,21.29044566,,0.270581127,,,,655.0,
-104.700955,32.2355988,42.02787062,32.45575434,3.57E-06,2.75E-06,907,6.53E-12,-0.382057801,1068.385968,15.10558663,,0.057881387,,,,259.3,
-104.7009463,32.23559677,32.70022769,28.4691087,2.77E-06,2.42E-06,591,4.25E-12,-0.536704777,729.1614982,18.94799692,,0.037715435,,,,227.4,
-104.7009583,32.23559049,192.6700374,84.37067565,1.63E-05,7.16E-06,10204,7.34E-11,-0.003278974,12732.23923,19.85698808,,0.651181562,,,,674.0,
-104.7009483,32.23559057,75.45572093,54.8800055,6.40E-06,4.66E-06,2613,1.88E-11,-1.224139527,3243.436505,19.43730065,,0.166752001,,,,438.4,
-104.7009583,32.23558599,63.50885116,38.32919604,5.39E-06,3.25E-06,1559,1.12E-11,-0.728553641,1906.615186,18.23205799,,0.099489617,,,,306.2,
-104.7009927,32.23558523,112.4010608,52.33233898,9.54E-06,4.44E-06,4083,2.94E-11,-3.057190667,4607.227279,11.37836811,,0.260561968,,,,418.1,
-104.7009711,32.2355815,75.15091177,50.63784238,6.38E-06,4.30E-06,2051,1.48E-11,-2.604165209,2980.633155,31.18911676,,0.130887239,,,,404.5,
-104.7009582,32.23556071,154.6126835,78.38863615,1.31E-05,6.65E-06,7925,5.70E-11,-3.004507356,9492.865065,16.51624725,,0.505744206,,,,626.2,
-104.7009297,32.23555622,37.34975229,26.56367958,3.17E-06,2.25E-06,588,4.23E-12,-1.188219712,777.096656,24.33373693,,0.037523987,,,,212.2,
-104.700935,32.23555579,61.3100474,30.70602897,5.20E-06,2.60E-06,1121,8.07E-12,-2.936331925,1474.532633,23.97591109,,0.071538076,,,,245.3,
-104.7009513,32.23552703,906.7423891,304.7627506,7.69E-05,2.59E-05,158401,1.14E-09,-0.591670175,216443.6678,26.81652387,,10.10856631,,,,2434.6,
-104.7009425,32.23554544,98.19429536,69.96699812,8.33E-06,5.94E-06,4387,3.16E-11,-2.948005059,5381.193148,18.47532919,,0.279962124,,,,558.9,
-104.7009234,32.23554374,85.66413597,80.21251183,7.27E-06,6.80E-06,4741,3.41E-11,-1.684242579,5381.95716,11.90936942,,0.302553095,,,,640.8,
-104.7009359,32.2355451,48.52430057,42.99791567,4.12E-06,3.65E-06,1425,1.03E-11,-2.577270275,1634.202118,12.80148372,,0.090938233,,,,343.5,
-104.7009911,32.23552831,438.566356,297.8865344,3.72E-05,2.53E-05,89594,6.45E-10,-1.179120814,102325.8275,12.44243787,,5.717557905,,,,2379.7,
-104.7009241,32.23553772,69.1192034,36.49325823,5.86E-06,3.10E-06,1841,1.32E-11,-0.15039723,1975.651988,6.815572212,,0.117485815,,,,291.5,
-104.7009218,32.2355317,122.9598738,73.68170061,1.04E-05,6.25E-06,5828,4.19E-11,-0.273922157,7096.139279,17.87083412,,0.371921417,,,,588.6,
-104.7009322,32.2355317,65.5733975,31.92959454,5.56E-06,2.71E-06,1159,8.34E-12,-0.006524553,1639.910592,29.32541532,,0.073963096,,,,255.1,
-104.7009083,32.23552703,86.57755133,59.26170656,7.34E-06,5.03E-06,3545,2.55E-11,-0.999322761,4018.634733,11.78596126,,0.226228796,,,,473.4,
-104.7009284,32.23552618,45.03516276,27.68728288,3.82E-06,2.35E-06,875,6.30E-12,-0.811064411,976.6324624,10.40641862,,0.055839266,,,,221.2,
-104.7009179,32.23552466,113.58606,33.27180759,9.64E-06,2.82E-06,2627,1.89E-11,-0.328521231,2960.059986,11.25179854,,0.16764543,,,,265.8,
-104.7009555,32.23550413,349.3078612,207.1713858,2.96E-05,1.76E-05,48929,3.52E-10,-2.893552687,56680.96193,13.67648266,,3.122467919,,,,1655.0,
-104.7009148,32.23549607,69.56483148,43.94796089,5.90E-06,3.73E-06,2227,1.60E-11,-2.699325711,2394.57006,6.997918432,,0.142118908,,,,351.1,
-104.7009159,32.23548894,46.45297755,28.89029347,3.94E-06,2.45E-06,870,6.26E-12,-2.010728569,1051.14975,17.2334865,,0.055520184,,,,230.8,
-104.7009222,32.235483,44.58998656,27.19172629,3.78E-06,2.31E-06,774,5.57E-12,-0.922052014,949.6710582,18.49809539,,0.049393819,,,,217.2,
-104.7009044,32.23547927,72.6464746,46.90984609,6.16E-06,3.98E-06,2293,1.65E-11,-0.359964695,2669.178592,14.0934216,,0.146330784,,,,374.7,
-104.7009093,32.23547622,162.4664794,76.70333176,1.38E-05,6.51E-06,9292,6.69E-11,-0.414047005,9760.612685,4.801058088,,0.592981093,,,,612.7,
-104.7009689,32.2354707,55.68856384,29.96993928,4.72E-06,2.54E-06,1177,8.47E-12,-0.768736071,1307.226858,9.962070289,,0.075111789,,,,239.4,
-104.7009854,32.23557938,242.8527747,55.26170984,2.06E-05,4.69E-06,8030,5.78E-11,-0.193216098,10511.54296,23.6077897,,0.512444918,,,,441.5,
-104.7009666,32.23552152,90.28220531,47.37261772,7.66E-06,4.02E-06,2937,2.11E-11,-1.090881709,3349.875172,12.32509125,,0.187428484,,,,378.4,
-104.7009375,32.23550913,52.92519709,37.28015707,4.49E-06,3.16E-06,1410,1.01E-11,-1.01689807,1545.394274,8.76114765,,0.089980988,,,,297.8,
-104.7009135,32.23550311,171.0527708,92.20277885,1.45E-05,7.82E-06,10613,7.64E-11,-3.11244061,12353.02172,14.08579829,,0.67728243,,,,736.6,
-104.7009342,32.23549573,94.03346963,38.55188819,7.98E-06,3.27E-06,2126,1.53E-11,-1.699022446,2839.40404,25.12513296,,0.135673461,,,,308.0,
-104.7008324,32.23539223,106.748518,56.07735559,9.06E-06,4.76E-06,2875,2.07E-11,-0.414002961,4688.656981,38.68180138,,0.183471873,,,,448.0,
-104.7008318,32.2353868,33.93338548,20.95229512,2.88E-06,1.78E-06,460,3.31E-12,-1.971949614,556.8751964,17.3962132,,0.0293555,,,,167.4,
-104.7008298,32.23538417,32.98026932,27.12617494,2.80E-06,2.30E-06,612,4.40E-12,-2.246833521,700.7156826,12.66072457,,0.039055578,,,,216.7,
-104.70084,32.23538281,55.75191237,50.5672984,4.73E-06,4.29E-06,1528,1.10E-11,-1.997051185,2208.150153,30.80180722,,0.097511312,,,,404.0,
-104.7008303,32.23537874,61.42677813,41.19605462,5.21E-06,3.49E-06,993,7.15E-12,-3.036536575,1982.040131,49.90010624,,0.063369589,,,,329.1,
-104.7008413,32.23537679,22.94179269,21.03612931,1.95E-06,1.78E-06,329,2.37E-12,-1.674874057,378.0004042,12.96305602,,0.020995564,,,,168.0,
-104.7008363,32.23537552,43.10056867,20.20111271,3.66E-06,1.71E-06,561,4.04E-12,-1.764486586,681.9575995,17.73682112,,0.035800946,,,,161.4,
-104.7008281,32.23537603,39.27728902,20.61979067,3.33E-06,1.75E-06,558,4.02E-12,-0.317106542,634.3440019,12.03511055,,0.035609497,,,,164.7,
-104.7008262,32.23537077,198.8358955,70.52138036,1.69E-05,5.98E-06,8443,6.08E-11,-0.285256192,10982.84047,23.12553367,,0.538801051,,,,563.4,
-104.7008253,32.23536364,32.69319654,21.42278726,2.77E-06,1.82E-06,462,3.32E-12,-1.141036643,548.5704904,15.78110597,,0.029483132,,,,171.1,
-104.70083,32.23536033,41.80415828,27.99238914,3.55E-06,2.37E-06,655,4.71E-12,-2.501690337,916.5550014,28.53674913,,0.041799679,,,,223.6,
-104.7008153,32.23535931,65.07063261,47.52772557,5.52E-06,4.03E-06,2083,1.50E-11,-2.859237422,2422.31792,14.00798454,,0.13292936,,,,379.7,
-104.7008418,32.23535923,31.11958447,20.36791222,2.64E-06,1.73E-06,427,3.07E-12,-1.461244398,496.4544242,13.99009069,,0.027249562,,,,162.7,
-104.7008244,32.23535855,32.67705966,21.25603627,2.77E-06,1.80E-06,482,3.47E-12,-0.365845262,544.0318609,11.40224781,,0.030759458,,,,169.8,
-104.7008195,32.23535753,25.37205153,22.94168175,2.15E-06,1.95E-06,369,2.66E-12,-0.749989263,455.9108385,19.06312181,,0.023548216,,,,183.3,
-104.7008172,32.23535567,33.44338214,20.45079466,2.84E-06,1.73E-06,438,3.15E-12,-0.748169447,535.6973042,18.23740822,,0.027951541,,,,163.4,
-104.7008254,32.23535346,75.55166294,49.41242252,6.41E-06,4.19E-06,2134,1.54E-11,-3.045759611,2924.012706,27.018101,,0.136183992,,,,394.7,
-104.7008208,32.23535159,95.78621296,57.86087221,8.13E-06,4.91E-06,3163,2.28E-11,-2.342176752,4340.972759,27.13614722,,0.201850968,,,,462.2,
-104.7008166,32.23535193,24.35003813,20.15049305,2.07E-06,1.71E-06,352,2.53E-12,-0.75013839,384.3124059,8.407848764,,0.022463339,,,,161.0,
-104.7008312,32.23535126,41.60165611,29.19511548,3.53E-06,2.48E-06,770,5.54E-12,-0.271395021,951.3052608,19.0585786,,0.049138554,,,,233.2,
-104.7008358,32.23534956,34.4020931,28.27508425,2.92E-06,2.40E-06,695,5.00E-12,-1.994943676,761.8822501,8.778554709,,0.044352331,,,,225.9,
-104.7008144,32.23534362,90.73859954,59.41405791,7.70E-06,5.04E-06,3890,2.80E-11,-0.793298479,4222.604134,7.876753861,,0.248245421,,,,474.6,
-104.7008228,32.2353437,58.91395639,42.77840723,5.00E-06,3.63E-06,1651,1.19E-11,-0.568011472,1973.976057,16.36170084,,0.105360717,,,,341.7,
-104.700758,32.23534387,44.87812299,33.48555382,3.81E-06,2.84E-06,1041,7.49E-12,-0.041311647,1177.040081,11.55781211,,0.066432772,,,,267.5,
-104.7008385,32.23534158,90.70153775,41.59362819,7.69E-06,3.53E-06,2058,1.48E-11,-2.57859891,2954.884682,30.35261199,,0.131333953,,,,332.3,
-104.700819,32.23534082,34.04709096,25.68491746,2.89E-06,2.18E-06,567,4.08E-12,-1.370040227,684.9474716,17.21992948,,0.036183844,,,,205.2,
-104.7008363,32.23533989,44.38726319,30.70518482,3.77E-06,2.60E-06,882,6.35E-12,-2.804716323,1067.503151,17.37729304,,0.05628598,,,,245.3,
-104.7008234,32.23533666,58.7047406,26.21748082,4.98E-06,2.22E-06,940,6.76E-12,-0.943483108,1205.488894,22.02333802,,0.059987325,,,,209.4,
-104.7007922,32.2353303,134.1059169,94.3664301,1.14E-05,8.01E-06,8723,6.28E-11,-0.193208839,9912.07426,11.99622025,,0.556669616,,,,753.8,
-104.700836,32.23532776,143.2691947,37.88741679,1.22E-05,3.21E-06,2835,2.04E-11,-2.997210159,4251.54614,33.31837626,,0.180919221,,,,302.7,
-104.7007948,32.23529815,39.4614041,21.31483698,3.35E-06,1.81E-06,534,3.84E-12,-3.090513852,658.800061,18.9435412,,0.034077906,,,,170.3,
-104.7007859,32.23535372,48.55648889,30.1977938,4.12E-06,2.56E-06,1028,7.40E-12,-1.907334318,1148.475069,10.49000297,,0.06560316,,,,241.2,
-104.7007772,32.23531215,41.84354108,26.99371111,3.55E-06,2.29E-06,761,5.48E-12,-2.691917515,884.6879405,13.9809683,,0.048564207,,,,215.6,
-104.7008186,32.23530231,96.83507627,94.10175854,8.21E-06,7.98E-06,4714,3.39E-11,-0.434353087,7137.227164,33.95194111,,0.300830055,,,,751.7,
-104.7008059,32.23529255,54.2766219,23.17734696,4.60E-06,1.97E-06,873,6.28E-12,-3.124943752,985.3161774,11.39899861,,0.055711633,,,,185.2,
-104.7007999,32.23529161,45.93423985,38.10356727,3.90E-06,3.23E-06,1230,8.85E-12,-1.454752896,1370.885716,10.27698478,,0.078494053,,,,304.4,
-104.7008098,32.2352783,107.4020241,49.59372725,9.11E-06,4.21E-06,3235,2.33E-11,-2.555414051,4171.942331,22.4581803,,0.206445742,,,,396.2,
-104.7007971,32.23527923,40.92627061,26.87680844,3.47E-06,2.28E-06,765,5.51E-12,-0.194962733,861.546949,11.20623189,,0.048819472,,,,214.7,
-104.7008036,32.23527397,117.0227375,70.45636069,9.93E-06,5.98E-06,5829,4.19E-11,-2.142939886,6457.873614,9.738091073,,0.371985234,,,,562.8,
-104.7007961,32.23527685,38.94115853,24.47810566,3.30E-06,2.08E-06,646,4.65E-12,-3.049360289,746.5961643,13.47397283,,0.041225332,,,,195.5,
-104.7008147,32.23527024,92.85027815,58.68804841,7.88E-06,4.98E-06,3119,2.24E-11,-1.182463226,4268.074174,26.92254461,,0.199043051,,,,468.8,
-104.7007938,32.23526871,38.78915455,28.12813755,3.29E-06,2.39E-06,694,4.99E-12,-0.384486513,854.575371,18.79007709,,0.044288515,,,,224.7,
-104.7008056,32.23526795,25.7952155,23.56138709,2.19E-06,2.00E-06,424,3.05E-12,-1.459619142,476.0352315,10.93096227,,0.027058113,,,,188.2,
