PebbleCounts,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area,,Corrected Area,Correction Factor:,,,,
,,,,,,,,,,,,,6.38E-05,,,corrected diameter (mm),conversion
-104.7017545,32.23627044,34.12704975,26.65519723,2.90E-06,2.26E-06,595,4.28E-12,-2.840806526,712.4915649,16.49023942,,0.037970701,,,,212.9,
-104.7018297,32.23626891,54.92642547,46.24378752,4.66E-06,3.92E-06,1629,1.17E-11,-0.065281429,1989.453602,18.11822109,,0.103956759,,,,369.4,
-104.7017797,32.23626433,183.3780912,98.79797185,1.56E-05,8.38E-06,10396,7.48E-11,-0.836947561,14190.39742,26.73919063,,0.663434292,,,,789.2,
-104.7018191,32.23626526,120.6353024,94.82719689,1.02E-05,8.04E-06,8288,5.96E-11,-0.169067605,8959.967024,7.499659564,,0.528909524,,,,757.5,
-104.7018363,32.23626654,37.01456959,31.4200159,3.14E-06,2.67E-06,823,5.92E-12,-2.062398356,910.9156961,9.65135374,,0.052520818,,,,251.0,
-104.7017527,32.23626543,37.70990509,34.14531911,3.20E-06,2.90E-06,879,6.33E-12,-0.273709647,1008.522743,12.8428183,,0.056094531,,,,272.8,
-104.7017657,32.23626348,30.94305995,29.08245871,2.63E-06,2.47E-06,562,4.04E-12,-2.598501048,704.8447353,20.26612786,,0.035864763,,,,232.3,
-104.7018165,32.23626034,128.9575415,26.95642628,1.09E-05,2.29E-06,2257,1.62E-11,-2.768296627,2722.752351,17.1059388,,0.144033397,,,,215.3,
-104.7017617,32.23625865,76.35398761,54.25608536,6.48E-06,4.60E-06,2940,2.12E-11,-0.388623504,3244.735199,9.391681619,,0.187619933,,,,433.4,
-104.7018319,32.23625364,172.7920276,72.04448042,1.47E-05,6.11E-06,6317,4.55E-11,-0.695856475,9750.423868,35.21307293,,0.40312759,,,,575.5,
-104.7017975,32.23625313,112.7428892,88.27953617,9.56E-06,7.49E-06,4949,3.56E-11,-3.126566579,7795.577332,36.51528567,,0.315826887,,,,705.2,
-104.7017388,32.23624058,596.3020073,285.5026798,5.06E-05,2.42E-05,89364,6.43E-10,-0.527577341,133344.6334,32.98267973,,5.702880155,,,,2280.7,
-104.7017925,32.23625475,39.35219061,22.15471471,3.34E-06,1.88E-06,590,4.25E-12,-2.063951965,682.8639036,13.59918179,,0.037651619,,,,177.0,
-104.7017372,32.23624974,64.92270568,37.81002561,5.51E-06,3.21E-06,1575,1.13E-11,-1.325351419,1922.660765,18.0822728,,0.100510678,,,,302.0,
-104.7017139,32.23625101,45.11093222,27.34677404,3.83E-06,2.32E-06,752,5.41E-12,-3.118004263,966.2443901,22.17289873,,0.04798986,,,,218.5,
-104.7017872,32.23625008,43.70508802,32.22110703,3.71E-06,2.73E-06,691,4.97E-12,-2.831443909,1102.989906,37.35210122,,0.044097066,,,,257.4,
-104.7017972,32.23624635,130.7745931,73.02804065,1.11E-05,6.20E-06,4436,3.19E-11,-1.684653057,7480.18101,40.69662226,,0.283089123,,,,583.4,
-104.7018045,32.23624719,42.79205335,30.72672387,3.63E-06,2.61E-06,824,5.93E-12,-1.324041615,1029.860652,19.98917537,,0.052584634,,,,245.5,
-104.701782,32.23624821,49.23207551,23.97244857,4.18E-06,2.03E-06,758,5.46E-12,-2.837995258,924.3993297,18.00080596,,0.048372758,,,,191.5,
-104.7017602,32.23624287,100.907454,47.3760769,8.56E-06,4.02E-06,2961,2.13E-11,-2.884458219,3744.393003,20.92176227,,0.188960075,,,,378.5,
-104.7018034,32.2362438,44.41606074,27.38117898,3.77E-06,2.32E-06,871,6.27E-12,-0.473327539,952.5576379,8.561963563,,0.055584,,,,218.7,
-104.7018375,32.23624329,58.29305745,25.50635987,4.95E-06,2.16E-06,874,6.29E-12,-0.787828505,1164.566783,24.95063292,,0.055775449,,,,203.8,
-104.701816,32.23624092,37.94071356,20.88170635,3.22E-06,1.77E-06,424,3.05E-12,-1.79559025,620.5411125,31.67253684,,0.027058113,,,,166.8,
-104.7017835,32.23623778,54.67357927,35.82298626,4.64E-06,3.04E-06,1246,8.97E-12,-0.158441312,1534.04597,18.77687996,,0.079515114,,,,286.2,
-104.7017854,32.23623286,128.5075368,62.28604484,1.09E-05,5.28E-06,2242,1.61E-11,-1.453440967,6269.291084,64.23838087,,0.143076153,,,,497.6,
-104.701749,32.23623192,182.610142,95.16904941,1.55E-05,8.07E-06,7842,5.64E-11,-0.004555908,13611.93,42.38877219,,0.500447453,,,,760.3,
-104.7017961,32.23623235,24.92299007,20.89045746,2.11E-06,1.77E-06,355,2.55E-12,-0.184398586,407.7999574,12.94751419,,0.022654788,,,,166.9,
-104.7018187,32.23623192,34.58966283,21.23736503,2.93E-06,1.80E-06,494,3.56E-12,-2.671209907,575.3684471,14.14197241,,0.031525254,,,,169.7,
-104.7018173,32.2362276,31.03514339,22.55810207,2.63E-06,1.91E-06,469,3.38E-12,-2.168549348,548.3469031,14.47020174,,0.029929846,,,,180.2,
-104.7017956,32.2362265,68.81918481,45.47192329,5.84E-06,3.86E-06,1761,1.27E-11,-2.994605011,2451.048635,28.15320043,,0.112380511,,,,363.3,
-104.7017973,32.23622234,96.5355249,48.24932556,8.19E-06,4.09E-06,3116,2.24E-11,-0.379922114,3648.190354,14.58779018,,0.198851602,,,,385.4,
-104.7017356,32.23622081,99.65640756,70.27033693,8.45E-06,5.96E-06,4241,3.05E-11,-0.216803587,5484.996373,22.67998534,,0.270644944,,,,561.4,
-104.7017937,32.23621538,78.30109436,49.7308397,6.64E-06,4.22E-06,1634,1.18E-11,-0.614745051,3049.949901,46.42534949,,0.10427584,,,,397.3,
-104.7017993,32.2362147,93.1766749,55.12777441,7.90E-06,4.68E-06,3202,2.30E-11,-2.408931402,4023.247492,20.41255214,,0.204339804,,,,440.4,
-104.7018163,32.23621657,77.124417,24.97823003,6.54E-06,2.12E-06,1091,7.85E-12,-0.23732725,1508.872822,27.69437001,,0.069623587,,,,199.5,
-104.7018148,32.23621326,44.29746717,28.74051162,3.76E-06,2.44E-06,772,5.56E-12,-2.702916999,997.1775009,22.58148632,,0.049266186,,,,229.6,
-104.7018181,32.23621292,39.44841033,21.0774613,3.35E-06,1.79E-06,553,3.98E-12,-2.41659802,651.2487291,15.08620666,,0.035290416,,,,168.4,
-104.7017953,32.23620927,132.85124,54.52750423,1.13E-05,4.63E-06,4328,3.11E-11,-2.893605015,5673.882185,23.72065794,,0.276196962,,,,435.6,
-104.7017897,32.2362058,118.6865256,68.64740722,1.01E-05,5.82E-06,3707,2.67E-11,-1.55686577,6381.527376,41.91045839,,0.236567037,,,,548.4,
-104.7017872,32.23620664,48.01629818,21.55565539,4.07E-06,1.83E-06,696,5.01E-12,-1.33276982,810.6791216,14.14605589,,0.044416147,,,,172.2,
-104.7017823,32.23620588,37.31809564,24.41759073,3.17E-06,2.07E-06,564,4.06E-12,-2.383451113,713.7093148,20.97623104,,0.035992395,,,,195.1,
-104.7017844,32.23620334,45.81611742,36.75089287,3.89E-06,3.12E-06,1098,7.90E-12,-0.14249159,1318.819194,16.74370492,,0.070070301,,,,293.6,
-104.7017757,32.23620037,34.17759721,24.03870194,2.90E-06,2.04E-06,544,3.92E-12,-0.514701906,643.5045487,15.46291303,,0.034716069,,,,192.0,
-104.7017932,32.23619825,86.02903882,47.31656823,7.30E-06,4.01E-06,2823,2.03E-11,-0.243098086,3188.286869,11.45715189,,0.180153425,,,,378.0,
-104.7017905,32.2361929,106.4398491,68.8168613,9.03E-06,5.84E-06,3621,2.61E-11,-0.085550756,5737.176255,36.88532757,,0.231078835,,,,549.7,
-104.701748,32.23619282,62.3566159,37.25924821,5.29E-06,3.16E-06,1137,8.18E-12,-1.18844811,1819.766673,37.51946241,,0.072559137,,,,297.6,
-104.7017816,32.23618841,110.8786739,51.59512254,9.41E-06,4.38E-06,3752,2.70E-11,-0.573686959,4480.80199,16.26498988,,0.239438771,,,,412.2,
-104.7017576,32.23618688,118.7686325,78.81059105,1.01E-05,6.69E-06,5642,4.06E-11,-1.558050822,7331.374789,23.04308316,,0.360051585,,,,629.6,
-104.7017436,32.23618993,38.12228448,21.09013929,3.23E-06,1.79E-06,514,3.70E-12,-2.614012557,629.7344428,18.37829328,,0.03280158,,,,168.5,
-104.7017506,32.23618747,53.10628845,29.12316972,4.51E-06,2.47E-06,972,7.00E-12,-2.674793278,1211.38913,19.76153859,,0.062029447,,,,232.7,
-104.7017482,32.23618535,73.92230942,38.16304607,6.27E-06,3.24E-06,1924,1.38E-11,-2.313568955,2209.620239,12.92621394,,0.122782568,,,,304.9,
-104.7017431,32.2361862,55.00307305,28.77365518,4.67E-06,2.44E-06,1013,7.29E-12,-2.594056645,1239.598581,18.27999683,,0.064645916,,,,229.9,
-104.7017529,32.23618484,38.24069851,21.77337524,3.24E-06,1.85E-06,592,4.26E-12,-1.091509504,652.1547399,9.223997965,,0.037779252,,,,173.9,
-104.7017256,32.23618425,24.89664391,20.34479014,2.11E-06,1.73E-06,342,2.46E-12,-0.833670904,396.7282288,13.79489153,,0.021825176,,,,162.5,
-104.7017427,32.23617984,73.8762561,66.65065818,6.27E-06,5.65E-06,2772,1.99E-11,-0.08094859,3856.633789,28.12384707,,0.176898794,,,,532.4,
-104.7017509,32.23617865,64.04471732,49.91215455,5.43E-06,4.23E-06,1989,1.43E-11,-0.21015967,2503.737026,20.5587496,,0.126930628,,,,398.7,
-104.701753,32.23617619,43.05286732,21.25889011,3.65E-06,1.80E-06,650,4.68E-12,-0.111778271,716.8722166,9.328331474,,0.041480597,,,,169.8,
-104.701824,32.23625398,370.408017,174.9282134,3.14E-05,1.48E-05,26287,1.89E-10,-1.003258667,50750.38249,48.20334604,,1.677539173,,,,1397.4,
-104.7017431,32.23626272,145.6516399,39.45376012,1.24E-05,3.35E-06,3389,2.44E-11,-2.967808961,4500.936228,24.70455416,,0.216273453,,,,315.2,
-104.701787,32.23624329,192.9638162,130.0900022,1.64E-05,1.10E-05,11212,8.07E-11,-0.032606519,19661.60115,42.97514269,,0.715508396,,,,1039.2,
-104.701771,32.23624261,136.8856099,78.15948614,1.16E-05,6.63E-06,6105,4.39E-11,-2.487392705,8379.894905,27.1470577,,0.389598533,,,,624.4,
-104.7018024,32.23623277,291.5220139,113.4085805,2.47E-05,9.62E-06,20027,1.44E-10,-2.874818152,25895.026,22.66082296,,1.278049112,,,,906.0,
-104.7017859,32.23621233,51.49107369,37.31052175,4.37E-06,3.17E-06,1100,7.92E-12,-2.468255755,1504.743068,26.89781909,,0.070197934,,,,298.1,
-104.7017799,32.23619188,46.03804858,26.41192789,3.91E-06,2.24E-06,811,5.84E-12,-0.214617805,952.3927726,14.84605686,,0.051755022,,,,211.0,
-104.701771,32.23618102,87.49434205,70.63783408,7.42E-06,5.99E-06,4159,2.99E-11,-0.928579212,4840.792034,14.08430746,,0.265412007,,,,564.3,
